PAK/Serial Nbr;Hostname;IP Address
FCH2213705F;NUCSB5-A;10.54.227.143
FCH221370HV;NUCSA4-A;10.54.236.10
FOC2345U0KB;HK-ZGF-02F-CSW01;10.40.203.49
FOC2352U0R2;MEDC1-OOB-MG01;10.66.215.33
FDO1952Q0WZ;FR-LYO-AFA-SA61;10.210.225.229
FDO1945E1BG;MA-TC1-AFA-SV01;10.110.242.15
FDO2044Q1AA;FR-MRS-AFA-SA02;10.210.227.36
FDO2044Q19W;FR-CH2-AST-TO42;10.146.75.30
FDO2044E2KS;FR-CH2-AST-SA31;10.146.75.21
FDO2044E2LM;FR-CH1-AST-SA71;10.146.75.14
FOC2118X1SH;HK-ASD-07F-DSW01;10.40.203.132
FOC2119L00A;HK-ASD-17F-DSW01;10.40.203.136
FCH22127FXR;NUCSB4-A;10.54.239.10
FCH22127FXY;NUCSA4-A;10.54.236.10
FCH2213706U;NUCSB4-A;10.54.239.10
FCH22127FXZ;NUCSA4-A;10.54.236.10
FCH22107HQM;NUCSA4-A;10.54.236.10
FDO23290JPT;SE212-IM-LEF-225;10.69.93.155
FOC2352X11D;MEDC2-OOB-MG01;10.66.215.163
FOC2119X08U;HK-ASD-15F-DSW01;10.40.203.134
JMX2129Y431;FR-EVR-AFA-ASA1.noc.intraxa;10.212.93.126
FDO242906DE;SE302-IM-LEF-129;10.69.93.41
JAE192407U3;FR-TE7-AFA-VC61;10.210.218.193
FDO1949E2A5;FR-FON-BAN-SA6D;10.210.228.25
FCW2005F0R9;HK-ASD-18F-ASW01;10.40.203.166
JMX2139G0H0;FR-AGL-AFA-ASA1.noc.intraxa;10.212.93.110
FOC2429L7TV;SE3MF-NF-ADM-11;10.69.90.59
FDO1952E1US;FR-FON-BAN-SA6B;10.210.228.26
FOC2028R2NP;MEDC2-SWF-259;10.66.254.168
FGE20340NW6;SE212-PS-SCP-11;10.69.64.13
SMC1242006V;SE212-TM-SAP-06;10.228.62.173
JMX2116L05A;nasa17-agencies.axa-de.intraxa;10.70.245.22
JMX2116L058;nasa16-agencies.axa-de.intraxa;10.70.245.9
FOC2118L19Z;HK-ASD-16F-DSW01;10.40.203.135
FOC2118L1A4;HK-ASD-17F-DSW01;10.40.203.136
JMX2022Y2DE;FR-NIO-AFA-ASA1.noc.intraxa;10.210.172.130
FDO23290KB6;SE212-IM-LEF-226;10.69.93.156
JMX173680EE;JPNDH-VASA13(Stby);10.15.66.29
FOX1816GPRM;NEDC2-SWF-243;10.70.236.78
FDO1952E3TR;FR-FON-AFA-SA1D;10.210.228.15
FDO2032E0SQ;FR-VDC-SOG-SA13;10.210.219.182
FCW2037D1JZ;SG-ATW-27F-ASW02;10.52.150.52
SAL2012MPXH;FR-TE1-AFA-VC13;10.210.220.1
FOC2218X0B5;MO-MSQ-22F-CSW01;10.40.203.177
JMX2241G0K7;FR-PEY-AFA-ASA1.noc.intraxa;10.212.95.210
JMX1522703A;APDC3V12-NVPN01.apdc.mgmt.axa-tech.intraxa;10.54.240.84
FDO1945E1BH;FR-FON-AFA-SVU1;10.210.228.12
JMX2019Z17B;FR-ARL-AFA-ASA1.noc.intraxa;10.210.168.62
FOC2218X0B1;MO-MSQ-20F-CSW01;10.40.203.180
JMX2244G0E6;FR-OLI-AFA-ASA1.noc.intraxa;10.212.95.182
FOC1922R1EV;SE302-TM-SHS-02.noc.intraxa;10.228.62.217
FOC2352X119;MEDC1-OOB-MG01;10.66.215.33
FOX1831H4MZ;MEDC1-SWF-152;10.66.254.176
FDO1952E3UN;FR-FON-AFA-SA2D;10.210.228.17
FDO2031Q0Z0;FR-VDC-SOG-SA13;10.210.219.182
SMG1108N2KG;SE302-TO-SDM-ADM-01;10.106.194.138
FOC2118X0ZH;HK-ASD-05F-DSW01;10.40.203.130
FCH221373A0;NUCSB4-A;10.54.239.10
FOC2002U1FC;HK-VTS-10F-DSW01;10.40.203.114
FDO1952E1VQ;FR-LYO-AFA-SA61;10.210.225.229
FDO2018E00H;FR-TE2-AFA-SW1B;10.210.220.19
FDO2121E106;SWHOL-T07A2;10.70.253.71
FDO2127Q0S0;SWHOL-T0301;10.70.253.30
FDO2131V0XS;SWHOL-T12A1;10.70.253.120
FCH22127G3G;NUCSA4-A;10.54.236.10
FCH221373BA;NUCSA4-A;10.54.236.10
FCH22107HTX;NUCSB4-A;10.54.239.10
FCH2213704E;NUCSA4-A;10.54.236.10
FDO2124Q16P;SWHOL-T09B2;10.70.253.96
FDO2127E0VT;SWHOL-T07B3;10.70.253.77
FDO2131E1PU;SWHOL-T0302;10.70.253.34
FDO2121V1G3;SWHOL-T0331;10.70.253.33
FDO2131E1LC;SWHOL-T12A1;10.70.253.120
FDO2131V0YA;SWHOL-T12A1;10.70.253.120
FDO2131E1Q9;SWHOL-T07A2;10.70.253.219
FDO2131V0ZX;SWHOL-T0332;10.70.253.37
FDO2127Q0T2;SWHOL-T0412;10.70.253.45
FDO2127Q0S5;SWHOL-T07A4;10.70.253.73
FDO2131V0YR;SWHOL-T0312;10.70.253.35
FDO2127E0WX;SWHOL-T0331;10.70.253.33
FDO2131E1LD;SWHOL-T0322;10.70.253.36
FDO2127Q0TL;SWHOL-T07A3;10.70.253.72
FDO2131V0Y4;SWHOL-T0432;10.70.253.47
FDO2127Q0SH;SWHOL-T0422;10.70.253.46
WZP243501CE;SE302-IN-APC-001;10.69.93.34
WZP243501C4;SE302-IN-APC-002;10.69.93.35
WZP243501CQ;SE212-IN-APC-003;10.69.93.162
FDO1952E1QE;FR-FON-AFA-SA3D;10.210.228.19
FCW2036F0P2;FR-VDC-SOG-SC02;10.210.219.179
FDO2116Z06X;SWZ20-T01-WI01;10.171.39.7
FDO2116Z06V;SWZ20-T021;10.171.39.60
FDO2116Z04T;SWZ20-T012;10.171.39.20
FCH22107HN6;NUCSB4-A;10.54.239.10
FCH22127G3H;NUCSB5-A;10.54.227.143
FCH22107HMY;NUCSA4-A;10.54.236.10
FCH21487JQ9;NUCSA4-A;10.54.236.10
FDO2227E1YL;SWZ65-DG081;10.173.86.138
FDO2228E1BJ;SWZ65-DG071;10.173.86.137
FDO2226E0HB;SWZ65-DG061;10.173.86.136
FDO2228Q15C;SWZ65-DG061;10.173.86.136
FDO2228E1BG;SWZ65-DG011;10.173.86.131
FDO2228E08U;SWZ65-DG051;10.173.86.135
FDO2226Q0DH;SWZ65-DG081;10.173.86.138
FOC2239U0LU;SE212-DZ-SDM-NOC-04;10.69.80.19
FDO2024E1RA;FR-CSV-AFA-SA02;10.210.248.131
FDO2116Z039;SWZ20-T014;10.171.39.40
FDO2115E3DE;SWZ20-T013;10.171.39.30
FCH22127FTG;NUCSB4-A;10.54.239.10
FCH221370GF;NUCSB4-A;10.54.239.10
FCH22107HZZ;NUCSA4-A;10.54.236.10
FCH220676U9;NUCSB4-A;10.54.239.10
FCH22127G3Z;NUCSB4-A;10.54.239.10
FDO2252Q09H;SWZ70-T021;10.171.151.40
FOX1738G7VL;SE212-AF-SBA-04.noc.intraxa;10.208.143.135
FDO1952E1TU;MA-TC1-AFA-SA13;10.110.242.25
FDO2018Q031;FR-TE2-AFA-SW3A;10.210.220.22
FDO2018E078;FR-TE3-AFA-SW3A;10.210.220.38
FXS2025Q1JQ;MEDC1-SWP-2;10.66.254.141
FDO2131V0Z6;SWHOL-T11A1;10.70.253.110
FDO2131V0XV;SWHOL-T0431;10.70.253.43
FDO2129E0UJ;SWHOL-T07B2;10.70.253.76
FDO2127Q0TY;SWHOL-T0431;10.70.253.43
FDO2127Q0SU;SWHOL-T0312;10.70.253.35
FDO2127Q0SC;SWHOL-T0422;10.70.253.46
FDO2121E1RL;SWHOL-T10A2;10.70.253.101
FDO2127E0XM;SWHOL-T07B4;10.70.253.78
FDO2127E0X7;SWHOL-T0321;10.70.253.32
FDO2131V0YP;SWHOL-T12A1;10.70.253.120
FDO2121V1G4;SWHOL-T07B2;10.70.253.76
FDO2131V0ZJ;SWHOL-T0431;10.70.253.43
FDO2131V0YN;SWHOL-T12A1;10.70.253.120
FDO2130Q1P1;SWHOL-T11A3;10.70.253.112
FDO2131E1QP;SWHOL-T0401;10.70.253.40
FDO2131E1Q4;SWHOL-T0432;10.70.253.47
FDO2131E1P0;SWHOL-T11A3;10.70.253.112
FDO2127E0X8;SWHOL-T07A1;10.70.253.70
SMC14080012;SE212-AF-SAP-02;10.208.143.111
FDO1949E2CT;FR-FON-BAN-SA7B;10.210.228.28
FDO1938E2QU;FR-MER-AXW-SA11;10.210.229.10
FDO2017E2GK;FR-TE3-AFA-SW1A;10.210.220.34
FDO2018E00G;FR-TE2-AFA-SW6A;10.210.220.28
FDO2127E0WY;SWHOL-T12A1;10.70.253.120
FDO2127E0VH;SWHOL-T0422;10.70.253.46
FDO2121E1RN;NEDC1E20-NSWI01;10.70.230.21
FDO2127Q0RZ;SWHOL-T0321;10.70.253.32
FDO2131V0ZC;SWHOL-T11A2;10.70.253.111
FDO2127E0VR;SWHOL-T0421;10.70.253.42
FOC2211T0A0;SWHOL-TCON1-WI01;10.70.253.123
FOC2211T09N;SWHOL-T11A-WI01;10.70.253.191
FDO2251F07P;SWZ68-T011;10.171.135.10
FOC2431L2PS;ID-ATO-10F-ASW01;10.48.1.3
FCH1744V2AQ;AXAGI-THAI-RWAN-WAE01;10.40.117.202
FDO1945E1BB;MA-CA2-AST-SA12;10.146.74.20
SMC12410093;SE302-NS-SCP-02;10.228.254.84
FDO2044E2MP;FR-CH2-AST-SA41;10.146.75.22
FDO2044E2MR;FR-CH2-AST-SA22;10.146.75.25
FDO2044Q18V;FR-MRS-AFA-SA03;10.210.227.40
JMX2151G208;FR-PER-AFA-ASA1.noc.intraxa;10.212.95.150
FOC2224L1YA;ID-BBD-3F-ASW04;10.48.203.133
FOC2224L1YD;ID-BBD-3AF-ASW02;10.48.203.131
FOC2224L1Z1;ID-BBD-3AF-ASW02;10.48.203.131
FOC2224L1Y5;ID-JST-3F-ASW01;10.48.203.2
FOC2224L1YV;ID-JST-3F-ASW01;10.48.203.2
FOC2224L1XY;ID-BBD-3AF-ASW01;10.48.203.130
FOC2224L1YC;ID-BBD-3AF-ASW01;10.48.203.130
FOC2217U0EU;ID-BBD-3AF-ASW02;10.48.203.131
FCW2239D0L6;SE212-DZ-SDM-VPN-01;172.20.16.14
FGL172712RK;HK-NDR-GF-VG01;10.40.202.214
FXS2013Q1Z0;SE212-PS-RTR-11;10.69.64.12
JMX1240Z1ES;FR-CSS-AFA-ASA1.noc.intraxa;10.210.168.50
FDO2116Z02H;SWZ20-T021;10.171.39.60
FCH221373C2;NUCSB5-A;10.54.227.143
FCH22107HZY;NUCSB4-A;10.54.239.10
FCH22067Z70;NUCSA4-A;10.54.236.10
FCH22067Z9A;NUCSA4-A;10.54.236.10
FCH22107HU9;NUCSA4-A;10.54.236.10
FCH22127FYD;NUCSB4-A;10.54.239.10
FCH22127FYS;NUCSB4-A;10.54.239.10
FCH22127FWX;NUCSB4-A;10.54.239.10
FCH221373CL;NUCSA4-A;10.54.236.10
FCH22127FY0;NUCSA4-A;10.54.236.10
JMX2227G1Q2;FR-VAL-AFA-ASA1.noc.intraxa;10.212.95.194
JMX1522703B;ADMIN-T1-FW.apdc.mgmt.axa-tech.intraxa;10.54.241.15
JMX1722Z0UR;FR-TE2-AFA-ASA1.noc.intraxa;10.210.76.9
FDO2038E3L4;FR-WAS-AFA-SA41;10.210.228.148
FDO2124Q15G;SWHOL-T09A4;10.70.253.93
FCH22107HZ2;NUCSA5-A;10.54.227.13
FCH22027XGT;NUCSA4-A;10.54.236.10
FCH221370HL;NUCSA4-A;10.54.236.10
SMC1408006L;SE302-AF-SAP-03;10.208.143.208
FCH2020V2C7;INDO01A01-PZONE-WLC01;10.47.131.181
FOC2436L4XN;ID-ATO-20F-ASW02;10.48.1.13
FOC2431L4EQ;ID-ATO-12F-ASW01;10.48.1.5
FOC2434L1Q3;ID-ATO-11F-ASW01;10.48.1.4
FDO1952Q0MR;MA-TC1-AFA-SV02;10.110.242.17
FCW2005C1CL;HK-ASD-19F-DSW01;10.40.203.142
FOC2013U0E7;HK-VTS-16F-ASW01;10.40.203.108
FDO2018Q030;FR-TE2-AFA-SW7B;10.210.220.31
FDO2019E08H;FR-VIC-AFA-SW07;10.210.220.165
FXS2025Q2NG;MEDC2-SWF-1;10.66.254.146
FDO2032E0SM;FR-VDC-SOG-SA13;10.210.219.182
FDO2044E2LN;FR-CH2-AST-SA21;10.146.75.19
FDO212426C2;NUCSA4-B;10.54.236.11
FDO21242DHJ;NUCSA4-A;10.54.236.10
FDO2121Q1J9;SWHOL-T0Z03;10.70.253.132
FDO2131E1KP;SWHOL-T0402;10.70.253.44
FDO2127Q0SG;SWHOL-T0311;10.70.253.31
FDO2127E0WM;SWHOL-T0311;10.70.253.31
FDO2121E1RW;SWHOL-T10A2;10.70.253.101
SMC1402009S;SE212-TM-SAP-04;10.228.62.193
FCW2248F1YS;FR-ENJ-GIE-SC3A;10.4.70.1
FCW2248F1Z2;FR-ENJ-GIE-SC2B;10.4.70.6
SAL1428MJSC;FR-TE2-AFA-SCU1;10.210.224.3
FOC1948X14D;HK-OTP-35F-CSW01;10.40.202.96
FDO1949E2A7;FR-FON-BAN-SA8B;10.210.228.30
FDO1952E1Q9;MA-TC1-AFA-SA01;10.110.242.13
FDO2018E00E;FR-TE2-AFA-SW4A;10.210.220.24
FOC2102Y0B8;NEDC1-NWISRV01;10.70.253.217
FOC2102Y0BL;SWHOL-T07B-WI01;10.70.253.207
FXS2137Q1P6;MEDC1-SWT-TEST-1;10.66.254.135
FXS2138Q0E7;MEDC1-SWT-TEST-2;10.66.254.137
FDO2220E1AL;FR-MER-AXW-SA12;10.210.229.11
FOX1738G7Y3;SE302-AF-SBA-03.noc.intraxa;10.208.143.161
FOC2024R0Z1;MEDC1-SWF-157;10.66.254.155
FDO2115E3DW;SWZ20-T011;10.171.39.10
FDO2116Z06Y;SWZ20-T024;10.171.39.90
FDO2228E1BK;SWZ65-DG051;10.173.86.135
FDO2220Q192;SWZ65-DG031;10.173.86.133
FDO2228Q15D;SWHOL-T0302;10.70.253.34
FDO2228E0BL;SWZ65-DG031;10.173.86.133
FDO2226Q0WT;SWZ65-DG071;10.173.86.137
FDO2227E1YK;SWZ65-DG041;10.173.86.134
JMX181040GR;FR-NAT-C14-ASA1.noc.intraxa;10.210.229.185
FDO2018E004;FR-TE1-AFA-SW8A;10.210.220.16
FDO2111E1GW;NEDC1E20-NCNW03;10.70.231.40
FDO2131V0XK;SWHOL-T0432;10.70.253.47
FDO2131E1L3;SWHOL-T0421;10.70.253.42
FDO2121E1R4;SWHOL-T0301;10.70.253.30
FDO2131E1Q6;SWHOL-T11A1;10.70.253.110
FDO2121E1RQ;SWHOL-T09A1;10.70.253.90
FDO2127E0VM;SWHOL-T07B1;10.70.253.75
FDO2131E1PJ;SWHOL-T0421;10.70.253.42
FDO2121E1RB;NEDC1E20-NSWI01;10.70.230.21
FOC2217L2LC;PH-GTT-39F-ASW01;10.35.160.22
FCW2218D054;PH-GTT-39F-ASW01;10.35.160.22
FCW2249F08K;SWZ68-T01;10.171.253.180
SAL15045U88;MA-TC2-AFA-VC01;10.110.243.1
JMX15227092;ADMIN-T3-FW.apdc.mgmt.axa-tech.intraxa;10.54.242.65
FOC2005X1A1;HK-LG1-34F-DSW01;10.40.202.94
JMX2022Y2E0;FR-ROA-AFA-ASA1.noc.intraxa;10.210.172.134
FCW2037F0RF;SG-ATW-27F-ASW01;10.52.150.51
FDO2116Z04W;SWZ20-T012;10.171.39.20
FDO2115E3DX;SWZ20-T011;10.171.39.10
FDO2116Z02K;SWZ20-T012;10.171.39.20
FDO2018E076;FR-TE3-AFA-SW5B;10.210.220.43
FDO2121E1RV;SWHOL-T0311;10.70.253.31
FDO2131Q1DP;SWHOL-T0332;10.70.253.37
FDO2127E0WQ;SWHOL-T07A1;10.70.253.70
FDO2121Q1J6;SWHOL-T04U1;10.70.253.48
FDO2121Q1HV;SWHOL-T0322;10.70.253.36
FDO2127E0WF;SWHOL-T07B3;10.70.253.77
FDO2127Q0TN;SWHOL-T07B3;10.70.253.77
FDO2121Q1JC;SWHOL-T10A2;10.70.253.101
FDO2127Q0TX;SWHOL-T0332;10.70.253.37
FDO2121E1RJ;SWHOL-T10A1;10.70.253.100
FDO2127E0X4;SWHOL-T07A3;10.70.253.72
FDO2121E1QT;SWHOL-T09A4;10.70.253.93
FDO2127Q0T8;SWHOL-T0312;10.70.253.35
FDO2131V0ZQ;SWHOL-T0432;10.70.253.47
FDO2131Q1GG;SWHOL-T0431;10.70.253.43
FDO2121E1RK;SWHOL-T04U1;10.70.253.48
FCW2218D02Y;PH-GTT-39F-ASW01;10.35.160.22
FCW2218F02U;PH-GTT-39F-CSW01;10.35.160.19
FOC2218U05F;PH-GTT-39F-CSW01;10.35.160.19
SMC1408008Z;SE212-NS-SCP-02;10.228.254.82
FOC2005X1AY;HK-ASD-18F-ASW01;10.40.203.166
FDO2018E00A;FR-TE2-AFA-SW2A;10.210.220.20
FDO2018Q002;FR-TE3-AFA-SW2B;10.210.220.37
SMG1104N1MB;SE212-AF-SAP-03;10.208.143.112
FOC2102Y0BP;SWHOL-T0P4-WI01;10.70.253.137
FDO2131Q1G7;SWHOL-T0421;10.70.253.42
FDO2121Q1J4;SWHOL-T10A3;10.70.253.102
FDO2131V0YJ;SWHOL-T11A2;10.70.253.111
FDO2131V0YM;SWHOL-T0402;10.70.253.44
FDO2127E0XL;SWHOL-T07A4;10.70.253.73
FDO2131Q1CJ;SWHOL-T0401;10.70.253.40
FDO2131E1LS;SWHOL-T0402;10.70.253.44
FDO2131Q1GA;SWHOL-T0321;10.70.253.32
FDO2131V0WP;SWHOL-T0301;10.70.253.30
FDO2220E1BA;FR-MER-AXW-SA12;10.210.229.11
FOC2228L28Q;ABS-BEN-JKR-2F-ACC-A-SW2;10.90.112.4
FOC2228L1UY;ABS-BEN-JKR-2F-ACC-B-SW2;10.90.112.6
FOC2228L20G;ABS-BEN-JKR-2F-ACC-A-SW2;10.90.112.4
FOC2228L273;ABS-BEN-JKR-2F-ACC-B-SW2;10.90.112.6
FOC2431L4TK;ID-ATO-12F-ASW01;10.48.1.5
FOC2436L3Z9;ID-ATO-9F-ASW01;10.48.1.2
FCW1948D0Z2;HK-OTP-35F-CSW01;10.40.202.96
FDO1952E1VZ;FR-LYO-AFA-SA51;10.210.225.232
SAL1333W959;FR-LYO-AFA-SC02;10.210.225.194
FDO2045Q0HD;FR-ANG-AFA-SA11;10.210.224.122
FDO2116Z033;SWZ20-T021;10.171.39.60
FDO2116Z038;SWZ20-T024;10.171.39.90
FOC2245X0BV;SWZ40-T01;10.171.79.1
FDO2252E0AN;SWZ70-T011;10.171.151.10
FOC2324W0VE;HK-VTS-16F-ASW01;10.40.203.108
FOC2436L9J7;ID-ATO-15F-ASW01;10.48.1.6
FOC2447L2VF;SE212-SY-SAP-01;10.69.91.60
FOC2447L2WZ;SE302-SY-SAP-01;10.69.90.60
FOC2447L2W2;SE212-SY-SAP-01;10.69.91.60
FOC2447L2WR;SE302-SY-SAP-01;10.69.90.60
JAF1732AFGS;NEDC2-SWI-1;10.70.237.14
FCW2005D16R;HK-ASD-20F-ASW01;10.40.203.168
FGL210825CC;Forex-Sapporo-AXA-RT01;10.2.254.31
FGL210825CB;Forex-Sapporo-AXA-RT02;10.2.254.32
FDO2131Q1CW;SWHOL-T11A1;10.70.253.110
FDO2127E0X6;SWHOL-T07A3;10.70.253.72
FDO2121Q1J8;SWHOL-T10A1;10.70.253.100
FDO2131E1P6;SWHOL-T0322;10.70.253.36
FDO2250F16E;NEDC2-NCNW01;10.70.237.40
FDO2251F07J;SWZ70-T021;10.171.151.40
FDO2252Q09B;SWZ70-T011;10.171.151.10
FOC2436L5D1;ID-ATO-19F-TM-ASW01;10.48.1.11
FOC2436L7EL;ID-ATO-8F-ASW01;10.48.1.1
FOC1852R0HX;NEDC2-SWF-240;10.70.236.75
FDO2032E0SU;FR-VDC-SOG-SA12;10.210.219.181
FDO2127E0XK;SWHOL-T07B3;10.70.253.77
FDO2131E1P3;SWHOL-T07A4;10.70.253.73
FDO2131E1MP;SWHOL-T11A1;10.70.253.110
FDO2131V0Z8;SWHOL-T0432;10.70.253.47
FDO2131V0WG;SWHOL-T07B2;10.70.253.76
FDO2127E0X3;SWHOL-T0301;10.70.253.30
FDO2127Q0SW;SWHOL-T07A2;10.70.253.71
FDO2131V0ZE;SWHOL-T07B1;10.70.253.75
FDO2127E0VP;SWHOL-T0302;10.70.253.34
FDO2131E1PD;SWHOL-T11A3;10.70.253.112
FDO2121E1RR;SWHOL-T0Z03;10.70.253.132
FDO2252Q09L;SWZ85-T011;10.171.199.10
FOC2436L6P4;ID-ATO-10F-ASW01;10.48.1.3
FDO1952Q0YR;FR-FON-BAN-SA6D;10.210.228.25
FDO1952E3UK;FR-FON-AFA-SA2D;10.210.228.17
FDO2018E005;FR-TE2-AFA-SW5A;10.210.220.26
FXS2025Q1JP;MEDC2-SWP-1;10.66.254.144
FXS2025Q2NF;MEDC1-SWF-1;10.66.254.142
FCH2116V05J;JPNDH1-WLC03_Standby;10.15.66.66
FDO2116Q032;SWZ20-T013;10.171.39.30
FDO2116Z04S;SWZ20-T014;10.171.39.40
FDO2116Z04U;SWZ20-T023;10.171.39.80
FCW2324D0PT;HK-VTS-12F-ASW01;10.40.203.106
SAL1518CX3Z;FR-BAL-AFA-SC02;10.210.229.98
FDO2018E074;FR-TE3-AFA-SW2A;10.210.220.36
FDO2019Q065;FR-TE5-AFA-SW7A;10.210.219.236
FDO2115E3DS;SWZ20-T012;10.171.39.20
FDO231920ZP;AMER1PSP02;10.179.1.31
FDO2349122W;HK-NTT-03F-ZSW92-1.axa.com;10.40.202.50
FOC2436L5B0;ID-ATO-19F-TM-ASW01;10.48.1.11
FXS1725Q1ND;ABS-PUN-ME-FLR04-AccessSW01;10.90.87.7
FOC1852R0HZ;NEDC2-SWF-241;10.70.236.76
FCW2249F08R;SWZ68-T01;10.171.253.180
FCW2249F06K;SWZ40-T01;10.171.79.1
FCW2249FH1T;SWZ40-T01;10.171.79.1
FCW2249F06C;SWZ70-T01;10.171.253.197
FCZ2306406R;FR-ENJ-GIE-RL1B;10.232.200.70
FDO234911YT;HK-NTT-03F-ZSW92-2.axa.com;10.40.202.51
FCW2005C1BZ;HK-LG1-34F-DSW01;10.40.202.94
FDO2021E0Y1;FR-TE5-AFA-SW3B;10.210.219.229
FDO2038E1B6;FR-WAS-AFA-SA11;10.210.228.137
FCW2037F1BW;SG-ATW-01F-DSW01;10.52.150.44
FCH2129W03P;ALJTYO001-WO21201.ads-jp.intraxa;10.15.0.71
FDO2252Q09F;SWZ85-T011;10.171.199.10
FDO2252Q08L;SWZ70-T011;10.171.151.10
FDO2251F07H;SWZ68-T011;10.171.135.10
FDO2251F07L;SWZ40-T241;10.171.79.140
FDO2251F045;SWZ70-T021;10.171.151.40
FDO2251F08F;SWZ40-T231;10.171.79.110
WZP23511HKE;MEDC1-IN-APC-001;10.66.215.4
WZP23511HK8;MEDC1-IN-APC-002;10.66.215.5
FOC2436L9GU;ID-ATO-9F-ASW01;10.48.1.2
FCW2037F0JV;SG-ATW-26F-ASW01;10.52.150.49
FDO2116Z06W;SWZ20-T022;10.171.39.70
FDO212425UZ;NUCSB4-A;10.54.239.10
FDO212425ZB;NUCSB4-B;10.54.239.11
FCW2228A1DZ;FR-PES-AFA-SC01;10.210.233.19
FOC2436L5BZ;ID-ATO-10F-ASW01;10.48.1.3
FHK1439F2KN;t20b2br2;10.160.247.147
FOC1852R0HY;NEDC1-SWF-130;10.70.230.71
SMC1206009C;SE212-NS-SCP-01;10.228.254.81
FDO2045E0X3;FR-CH1-AST-SA32;10.146.75.10
FDO2045E12K;FR-ANG-AFA-SA01;10.210.224.114
FDO2045E13H;FR-MRS-AFA-SA23;10.210.227.28
FDO2044E2JP;FR-ANG-AFA-SA12;10.210.224.115
FOC2101Z1CJ;SWHOL-R15S404-WI01;10.70.253.224
FOC2101Z17P;SWHOL-R5027-WI01;10.70.253.196
FDO2116Z04L;SWZ20-T023;10.171.39.80
JMX2208G27L;FR-CAR-AFA-ASA1.noc.intraxa;10.212.95.170
JMX2208G27N;FR-REI2-AFA-ASA1.noc.intraxa;10.212.95.162
FCW2228A40V;FR-BAL-AFA-SC31;10.210.225.147
FCW2228A40S;FR-BAL-AFA-SC11;10.210.225.145
FCW2245D0CC;SWZ40-T01;10.171.79.1
FDO2252Q09E;SWZ70-T011;10.171.151.10
FDO2252Q07F;SWZ70-T011;10.171.151.10
SSI151306BR;APDC4U05-NDRS01;10.54.242.222
FOX1835GUMH;NEDC2-SWF-242;10.70.236.77
FDO1952E1VP;MA-TC1-AFA-SA33;10.110.242.29
FDO1940E0D3;FR-MER-AXW-SA11;10.210.229.10
FDO2018Q00G;FR-TE1-AFA-SW4B;10.210.220.9
FOC2024R0YZ;MEDC1-SWF-159;10.66.254.166
FDO2038E1B4;FR-WAS-AFA-SA21;10.210.228.141
FCW2247F0CH;APDC4M15-DSW01;10.51.131.241
FCW2247F0J7;SG-KEPPEL-4F-DSW01;10.51.132.241
FCW2247F03Q;APDC3N04-DSW01;10.51.130.241
FDO2251F07S;SWZ40-T111;10.171.79.40
WZP23511HJW;MEDC2-IN-APC-003;10.66.215.134
FOC2436L53U;ID-BBD-3AF-ASW05;10.48.203.134
JAF1521AMEL;SE302-TM-SCP-12;10.146.249.147
JMX173680AE;NASA12-RA.axa-de.intraxa;10.70.245.53
FDO1949Q078;MA-TC1-AFA-SA33;10.110.242.29
FXS2003Q2F7;INDO02B02-NSW02-AdminVDC;10.55.28.205
FCW2037C17H;SG-ATW-27F-ASW01;10.52.150.51
FDO2115Z195;FR-MLY-AFA-SWB7;10.210.220.202
SMC134800JM;SE302-TM-SAP-05;10.228.62.147
FCW2249FH1Y;SWZ70-T01;10.171.253.197
FDO23210D97;AMER1PSP01;10.179.1.30
FOC2419W0MR;NEDC1E10-ERNA2;10.70.229.13
FOC2436L6C6;ID-ATO-GF-ASW01;10.48.1.15
FDO1952Q0XH;MA-TC1-AFA-SA13;10.110.242.25
FDO2018E002;FR-TE3-AFA-SW3B;10.210.220.39
FDO2018E075;FR-VIC-AFA-SW04;10.210.220.163
FDO2116Z02M;SWZ20-T011;10.171.39.10
FDO2116Z04Q;SWZ20-T02-WI01;10.171.39.8
FDO2116Z04R;SWZ20-T012;10.171.39.20
JAF1521AMAJ;SE212-TM-SCP-11;10.228.254.27
FGL1544221H;JPNDH1-RWLAN01;10.15.97.129
FOX1828GX43;MEDC1-SWF-162;10.66.254.139
FCW2005C196;HK-ASD-20F-ASW01;10.40.203.168
FCH2129W03V;ALJSAP001-WO00101.ads-jp.intraxa;10.3.64.87
JMX2138G1C0;FR-CRG-SOG-ASA1.noc.intraxa;10.209.103.42
FCW2228A1DQ;FR-PES-AFA-SC21;10.210.233.17
FCW2419G0QJ;NEDC1E10-ERNA2;10.70.229.13
FGL1544221D;SCM-Osaka-RT01;10.2.255.3
SMG1114N6B4;SE302-NS-SCP-01;10.228.254.83
SAL1320PXK9;FR-CT1-AFA-SC02;10.210.226.67
FDO2119Q1V4;MA-TC3-AFA-SA21;10.110.241.136
FDO2128A00C;JPNDH1-ROFF01;10.15.66.33
FDO2128A00B;JPNDH2-ROFF01;10.15.66.43
JPG211800SE;JPNDH2-RNAL01.ads-jp.intraxa;10.15.66.41
JPG211800SD;JPNDH2-RNAL02.ads-jp.intraxa;10.15.66.42
JPG211800SW;JPNDH1-RNAL01.ads-jp.intraxa;10.15.66.31
JPG211800SU;JPNDH1-RNAL02;10.15.66.32
FDO2251F03Z;SWZ40-T101;10.171.79.10
